Benchmark,Mode,Version,Model,Type,Size,List Name,Unordered Pairs Before,Unordered Pairs After,Unordered Neighbors Before,Unordered Neighbors After,Missing Items,Additional Items,Output List Length,Output Length,Thinking Length,Parsed,HasError,ErrorType,IsList,HasEllipsis,RequiredTypeParsing,Unordered Pairs (%),Unordered Neighbors (%),Missing Items (%),Additional Items (%),Validity Score,Sorting Score,Faithfulness Score,SortBench Score
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_3,16.0,0.0,3.0,0.0,0.0,0.0,8.0,4874,1528,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_4,13.0,0.0,4.0,0.0,0.0,0.0,8.0,2437,735,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_5,5.0,0.0,2.0,0.0,0.0,0.0,8.0,2038,590,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_6,17.0,0.0,4.0,0.0,0.0,0.0,8.0,8248,2523,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_7,14.0,0.0,4.0,0.0,0.0,0.0,8.0,2372,658,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_8,17.0,0.0,5.0,0.0,0.0,0.0,8.0,8749,2344,True,True,"Numbered, line-wise list",True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_9,8.0,8.0,3.0,3.0,0.0,0.0,8.0,6290,1817,True,True,Content after last closing bracket,True,False,False,0.2857142857142857,0.375,0.0,0.0,0.5,0.6696428571428572,1.0,0.4174107142857143
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,8,list_10,17.0,0.0,5.0,0.0,0.0,0.0,8.0,3168,946,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_1,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_2,17.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_3,16.0,1.0,3.0,1.0,1.0,1.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.125,0.125,1.0,0.9196428571428572,0.875,0.8973214285714286
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_4,13.0,1.0,4.0,1.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_5,5.0,0.0,2.0,0.0,2.0,1.0,7.0,63,0,True,False,,True,False,False,0.0,0.0,0.25,0.125,1.0,1.0,0.8125,0.90625
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_6,17.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_7,14.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_8,17.0,0.0,5.0,0.0,3.0,2.0,7.0,65,0,True,False,,True,False,False,0.0,0.0,0.375,0.25,1.0,1.0,0.6875,0.84375
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_9,8.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,8,list_10,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_1,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_2,17.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_3,16.0,2.0,3.0,2.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.07142857142857142,0.25,0.0,0.0,1.0,0.8392857142857143,1.0,0.9196428571428572
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_4,13.0,1.0,4.0,1.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_5,5.0,0.0,2.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_6,17.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_7,14.0,1.0,4.0,1.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_8,17.0,0.0,5.0,0.0,1.0,1.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.125,0.125,1.0,1.0,0.875,0.9375
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_9,8.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,8,list_10,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_1,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_2,17.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_3,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_4,13.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_5,5.0,0.0,2.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_6,17.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_7,14.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_8,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_9,8.0,1.0,3.0,1.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,8,list_10,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_1,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_2,17.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_3,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_4,13.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_5,5.0,0.0,2.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_6,17.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_7,14.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_8,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_9,8.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,8,list_10,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_1,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_2,17.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_3,16.0,0.0,3.0,0.0,1.0,1.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.125,0.125,1.0,1.0,0.875,0.9375
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_4,13.0,1.0,4.0,1.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_5,5.0,1.0,2.0,1.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_6,17.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_7,14.0,0.0,4.0,0.0,0.0,0.0,8.0,97,0,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_8,17.0,1.0,5.0,1.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_9,8.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,ASCII-Lower,8,list_10,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_1,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_2,17.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_3,16.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_4,13.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_5,5.0,0.0,2.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_6,17.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_7,14.0,0.0,4.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_8,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_9,8.0,0.0,3.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,ASCII-Lower,8,list_10,17.0,0.0,5.0,0.0,0.0,0.0,8.0,72,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_1,62.0,0.0,6.0,0.0,0.0,0.0,16.0,4111,1403,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_2,52.0,0.0,7.0,0.0,0.0,0.0,16.0,4306,1305,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_3,59.0,1.0,6.0,1.0,0.0,0.0,16.0,1241,274,True,False,,True,False,False,0.008333333333333333,0.0625,0.0,0.0,1.0,0.9645833333333333,1.0,0.9822916666666667
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_4,51.0,0.0,8.0,0.0,0.0,0.0,16.0,2307,765,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_5,51.0,0.0,7.0,0.0,0.0,0.0,16.0,3135,974,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_6,74.0,0.0,8.0,0.0,0.0,0.0,16.0,2574,600,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_7,72.0,0.0,9.0,0.0,1.0,0.0,15.0,5252,1752,True,False,,True,False,False,0.0,0.0,0.0625,0.0,1.0,1.0,0.96875,0.984375
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_8,54.0,0.0,11.0,0.0,4.0,3.0,15.0,16145,5298,True,True,Missing closing bracket,True,False,False,0.0,0.0,0.25,0.1875,0.75,1.0,0.78125,0.66796875
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_9,55.0,0.0,9.0,0.0,0.0,0.0,16.0,4297,1483,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,ASCII-Lower,16,list_10,28.0,0.0,5.0,0.0,0.0,0.0,16.0,2231,564,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_1,62.0,0.0,6.0,0.0,1.0,1.0,16.0,145,0,True,False,,True,False,False,0.0,0.0,0.0625,0.0625,1.0,1.0,0.9375,0.96875
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_2,52.0,0.0,7.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_3,59.0,0.0,6.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_4,51.0,0.0,8.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_5,51.0,0.0,7.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_6,74.0,0.0,8.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_7,72.0,2.0,9.0,2.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.016666666666666666,0.125,0.0,0.0,1.0,0.9291666666666667,1.0,0.9645833333333333
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_8,54.0,0.0,11.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_9,55.0,0.0,9.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,ASCII-Lower,16,list_10,28.0,0.0,5.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_1,62.0,1.0,6.0,1.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.008333333333333333,0.0625,0.0,0.0,1.0,0.9645833333333333,1.0,0.9822916666666667
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_2,52.0,7.0,7.0,3.0,0.0,1.0,17.0,152,0,True,False,,True,False,False,0.051470588235294115,0.17647058823529413,0.0,0.0625,1.0,0.8860294117647058,0.96875,0.9273897058823529
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_3,59.0,2.0,6.0,2.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.016666666666666666,0.125,0.0,0.0,1.0,0.9291666666666667,1.0,0.9645833333333333
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_4,51.0,0.0,8.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_5,51.0,1.0,7.0,1.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.008333333333333333,0.0625,0.0,0.0,1.0,0.9645833333333333,1.0,0.9822916666666667
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_6,74.0,1.0,8.0,1.0,1.0,1.0,16.0,144,0,True,False,,True,False,False,0.008333333333333333,0.0625,0.0625,0.0625,1.0,0.9645833333333333,0.9375,0.9510416666666667
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_7,72.0,2.0,9.0,2.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.016666666666666666,0.125,0.0,0.0,1.0,0.9291666666666667,1.0,0.9645833333333333
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_8,54.0,1.0,11.0,1.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.008333333333333333,0.0625,0.0,0.0,1.0,0.9645833333333333,1.0,0.9822916666666667
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_9,55.0,2.0,9.0,1.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.016666666666666666,0.0625,0.0,0.0,1.0,0.9604166666666667,1.0,0.9802083333333333
sortbench,advanced,v1.0,gpt-4o-mini,ASCII-Lower,16,list_10,28.0,0.0,5.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_1,62.0,0.0,6.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_2,52.0,0.0,7.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_3,59.0,0.0,6.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_4,51.0,0.0,8.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_5,51.0,0.0,7.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_6,74.0,0.0,8.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_7,72.0,0.0,9.0,0.0,0.0,0.0,16.0,158,0,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_8,54.0,0.0,11.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_9,55.0,0.0,9.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,ASCII-Lower,16,list_10,28.0,0.0,5.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_1,62.0,0.0,6.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_2,52.0,1.0,7.0,1.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.008333333333333333,0.0625,0.0,0.0,1.0,0.9645833333333333,1.0,0.9822916666666667
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_3,59.0,0.0,6.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_4,51.0,0.0,8.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_5,51.0,0.0,7.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_6,74.0,0.0,8.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_7,72.0,0.0,9.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_8,54.0,0.0,11.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,ASCII-Lower,16,list_9,55.0,0.0,9.0,0.0,0.0,0.0,16.0,144,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
